QSO,zabs,Ncld,vcld,N-MgII,e_NMgII,bMgII,e_b-MgII,N-FeII,e_N-FeII,b-FeII,e_b-FeII,N-MgI,e_N-MgI,b-MgI,e_b-MgI,N-MnII,e_N-MnII,b-MnII,e_b-MnII,N-CaII,e_N-CaII,b-CaII,e_b-CaII
J163429+703133,1.041436,4,5.12,12.05,0.018,3.52,0.261,10.49,-1.0,0.0,0.0,10.32,-1.0,0.0,0.0,10.43,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J163429+703133,1.041436,5,20.52,11.59,0.025,4.22,0.525,10.53,-1.0,0.0,0.0,10.38,-1.0,0.0,0.0,10.46,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J170100+641209,0.722179,1,-45.55,11.7,0.015,4.27,0.287,0.0,0.0,0.0,0.0,12.38,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J170100+641209,0.722179,2,-17.4,12.11,0.016,10.17,0.489,0.0,0.0,0.0,0.0,12.69,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J170100+641209,0.722179,3,0.27,14.5,0.218,1.63,0.097,0.0,0.0,0.0,0.0,10.79,9.999,1.63,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J170100+641209,0.722179,4,10.33,12.02,0.026,4.99,0.362,0.0,0.0,0.0,0.0,10.56,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J170100+641209,0.864599,1,-91.03,11.15,0.07,3.2,1.498,10.3,-1.0,0.0,0.0,10.28,-1.0,0.0,0.0,10.3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J170100+641209,0.864599,2,-51.67,11.82,0.016,3.56,0.334,10.31,-1.0,0.0,0.0,10.37,-1.0,0.0,0.0,11.09,0.111,3.56,0.334,0.0,0.0,0.0,0.0
J170100+641209,0.864599,3,-11.76,11.55,0.036,6.84,0.902,10.45,-1.0,0.0,0.0,10.48,-1.0,0.0,0.0,10.47,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J170100+641209,0.864599,4,5.33,11.61,0.027,3.56,0.582,10.41,-1.0,0.0,0.0,10.37,-1.0,0.0,0.0,10.7,0.334,3.56,0.582,0.0,0.0,0.0,0.0
J170100+641209,0.864599,5,23.13,11.73,0.025,5.83,0.613,10.55,-1.0,0.0,0.0,10.45,-1.0,0.0,0.0,10.45,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J170100+641209,0.864599,6,38.37,11.23,0.067,3.38,1.379,10.47,-1.0,0.0,0.0,10.36,-1.0,0.0,0.0,10.34,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J170100+641209,0.864599,7,59.91,11.28,0.065,9.62,1.857,10.74,-1.0,0.0,0.0,10.55,-1.0,0.0,0.0,11.35,0.109,9.62,1.857,0.0,0.0,0.0,0.0
J170100+641209,1.157277,1,-31.51,11.45,0.084,12.5,3.015,11.23,0.324,12.5,3.015,0.0,0.0,0.0,0.0,10.69,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J170100+641209,1.157277,2,-10.36,11.79,0.306,6.13,2.237,10.8,0.861,6.13,2.237,0.0,0.0,0.0,0.0,10.59,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J170100+641209,1.157277,3,1.29,12.6,0.058,7.02,0.949,12.03,0.053,7.02,0.949,0.0,0.0,0.0,0.0,10.61,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J170100+641209,1.157277,4,12.3,11.04,0.506,2.01,3.718,10.39,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.42,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J175746+753916,1.348499,1,-71.69,12.19,0.013,5.79,0.295,12.09,0.039,5.79,0.295,10.84,-1.0,0.0,0.0,10.69,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J175746+753916,1.348499,2,-48.44,12.49,0.008,5.49,0.156,12.37,0.022,5.49,0.156,12.03,-1.0,0.0,0.0,10.69,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J175746+753916,1.348499,3,4.33,12.98,0.007,7.12,0.085,12.96,0.009,7.12,0.085,11.22,0.037,7.12,0.085,10.72,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J182402+104424,0.57032,1,-42.11,12.4,0.431,6.51,4.316,11.68,-1.0,0.0,0.0,11.37,-1.0,0.0,0.0,11.66,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0
J182402+104424,0.57032,2,-32.53,13.0,2.309,3.96,8.422,12.74,1.972,3.96,8.422,11.23,-1.0,0.0,0.0,11.56,-1.0,0.0,0.0,10.88,-1.0,0.0,0.0
J182402+104424,0.57032,3,-24.26,13.4,6.039,5.44,9.999,11.6,-1.0,0.0,0.0,11.76,0.873,5.44,9.999,11.61,-1.0,0.0,0.0,10.94,-1.0,0.0,0.0
J182402+104424,0.57032,4,-15.5,14.11,9.999,5.24,8.036,14.09,1.37,5.24,8.036,11.54,1.079,5.24,8.036,11.6,-1.0,0.0,0.0,10.9,-1.0,0.0,0.0
J182402+104424,0.57032,5,-2.73,14.58,0.773,5.42,1.398,14.43,0.551,5.42,1.398,12.0,0.105,5.42,1.398,11.6,-1.0,0.0,0.0,11.48,0.111,5.42,1.398
J182402+104424,0.57032,6,18.68,13.73,0.599,5.02,1.852,13.47,0.152,5.02,1.852,11.29,-1.0,0.0,0.0,11.59,-1.0,0.0,0.0,10.91,-1.0,0.0,0.0
J182402+104424,0.57032,7,31.14,12.78,0.32,4.99,4.029,12.52,0.545,4.99,4.029,11.31,-1.0,0.0,0.0,11.6,-1.0,0.0,0.0,10.91,-1.0,0.0,0.0
J182402+104424,0.57032,8,42.39,12.37,0.3,6.05,3.238,12.69,0.232,6.05,3.238,11.36,-1.0,0.0,0.0,11.71,-1.0,0.0,0.0,10.94,-1.0,0.0,0.0
J182402+104424,1.250752,1,-27.78,12.47,0.029,5.62,0.52,11.24,-1.0,0.0,0.0,11.26,-1.0,0.0,0.0,11.22,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J182402+104424,1.250752,2,7.59,12.52,0.026,8.63,0.665,11.3,-1.0,0.0,0.0,11.39,-1.0,0.0,0.0,11.31,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J194454+770552,1.119023,1,-9.65,12.32,0.129,6.15,0.811,11.19,0.161,6.15,0.811,10.01,0.308,6.15,0.811,11.29,0.115,6.15,0.811,0.0,0.0,0.0,0.0
J194454+770552,1.119023,2,-0.13,13.2,0.019,5.4,0.238,11.95,0.029,5.4,0.238,10.69,0.065,5.4,0.238,10.84,0.339,5.4,0.238,0.0,0.0,0.0,0.0
J194454+770552,1.119023,3,13.99,12.19,0.025,5.31,0.352,11.12,0.109,5.31,0.352,9.99,0.262,5.31,0.352,10.71,0.337,5.31,0.352,0.0,0.0,0.0,0.0
J200324-325144,1.176408,1,-29.64,11.8,0.022,4.58,0.433,0.0,0.0,0.0,0.0,10.54,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62,0.085,4.58,0.433
J200324-325144,1.176408,2,-3.31,12.33,0.026,13.58,0.556,0.0,0.0,0.0,0.0,10.77,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.63,0.174,13.58,0.556
J200324-325144,1.176408,3,3.18,11.64,0.112,3.97,1.135,0.0,0.0,0.0,0.0,10.53,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,-1.0,0.0,0.0
J200324-325144,1.176408,4,25.7,10.95,0.21,5.7,3.941,0.0,0.0,0.0,0.0,10.58,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36,0.194,5.7,3.941
J200324-325144,1.176408,5,39.01,11.93,0.017,3.74,0.349,0.0,0.0,0.0,0.0,10.54,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09,0.294,3.74,0.349
J200324-325144,1.249861,1,0.01,12.08,0.01,3.37,0.217,10.49,-1.0,0.0,0.0,10.59,-1.0,0.0,0.0,11.08,0.142,3.37,0.217,10.6,-1.0,0.0,0.0
J200324-325144,2.032931,1,-29.97,13.47,0.009,8.27,0.084,13.1,0.004,8.27,0.084,11.43,9.999,8.27,0.084,10.95,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J200324-325144,2.032931,2,-11.26,13.68,0.054,4.84,0.425,13.08,0.093,4.84,0.425,11.21,-1.0,0.0,0.0,10.86,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J200324-325144,2.032931,3,-0.79,13.38,0.066,9.37,0.549,13.63,0.031,9.37,0.549,11.45,9.999,9.37,0.549,10.98,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J200324-325144,2.032931,4,19.06,13.25,0.101,5.27,0.071,13.63,0.006,5.27,0.071,11.45,9.999,5.27,0.071,10.86,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J200324-325144,2.032931,5,20.0,13.54,0.034,16.34,0.378,12.86,0.036,16.34,0.378,11.44,-1.0,0.0,0.0,11.09,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J200324-325144,2.292484,1,-4.3,13.24,0.048,3.81,0.164,13.03,0.012,3.81,0.164,10.94,-1.0,0.0,0.0,11.12,0.237,3.81,0.164,0.0,0.0,0.0,0.0
J200324-325144,2.292484,2,5.23,13.0,0.009,14.9,0.215,11.14,-1.0,0.0,0.0,11.1,0.089,14.9,0.215,10.95,0.587,14.9,0.215,0.0,0.0,0.0,0.0
J200324-325144,2.292484,3,37.03,11.65,0.065,11.09,1.559,11.03,-1.0,0.0,0.0,11.15,0.061,11.09,1.559,11.6,0.094,11.09,1.559,0.0,0.0,0.0,0.0
J204719-163905,1.328615,1,-25.57,12.74,0.007,5.98,0.142,12.46,0.034,5.98,0.142,10.62,0.115,5.98,0.142,11.17,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J204719-163905,1.328615,2,-13.01,12.07,0.085,1.31,0.21,11.61,0.179,1.31,0.21,10.68,-1.0,0.0,0.0,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J204719-163905,1.328615,3,-1.34,13.25,0.009,7.43,0.237,12.64,0.027,7.43,0.237,11.23,0.034,7.43,0.237,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J204719-163905,1.328615,4,16.71,12.27,0.027,4.22,0.514,11.63,0.175,4.22,0.514,10.46,0.152,4.22,0.514,11.19,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J204719-163905,1.328615,5,27.32,11.94,0.133,1.22,0.143,11.28,-1.0,0.0,0.0,10.7,-1.0,0.0,0.0,11.19,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J204719-163905,1.328615,6,35.05,12.77,0.019,7.87,0.346,12.23,0.065,7.87,0.346,10.88,0.081,7.87,0.346,11.17,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J204719-163905,1.342528,1,-4.83,12.02,0.02,2.48,0.354,11.28,-1.0,0.0,0.0,10.72,-1.0,0.0,0.0,11.11,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J204719-163905,1.342528,2,22.39,11.88,0.026,8.53,0.721,11.27,-1.0,0.0,0.0,10.73,-1.0,0.0,0.0,11.11,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J213135-120704,0.429812,1,-35.67,12.56,0.017,15.22,0.8,12.3,0.161,15.22,0.8,11.11,0.109,15.22,0.8,11.42,-1.0,0.0,0.0,10.93,0.16,15.22,0.8
J213135-120704,0.429812,2,-1.71,13.41,0.014,7.33,0.205,13.47,0.051,7.33,0.205,12.11,0.013,7.33,0.205,11.32,-1.0,0.0,0.0,11.87,0.017,7.33,0.205
J213135-120704,0.429812,3,7.61,12.94,0.689,0.81,0.302,15.83,0.266,0.81,0.302,11.25,0.54,0.81,0.302,11.09,-1.0,0.0,0.0,10.89,0.118,0.81,0.302
J213135-120704,0.429812,4,14.41,12.91,0.057,3.12,0.641,12.79,0.135,3.12,0.641,11.17,0.071,3.12,0.641,11.2,-1.0,0.0,0.0,10.84,0.109,3.12,0.641
J213135-120704,0.429812,5,91.78,14.02,9.999,0.4,9.999,11.13,-1.0,0.0,0.0,10.76,-1.0,0.0,0.0,11.08,-1.0,0.0,0.0,10.25,-1.0,0.0,0.0
J212912-153841,2.022555,1,-96.36,11.34,0.075,4.04,1.601,10.73,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J212912-153841,2.022555,2,-62.58,13.07,0.01,4.71,0.052,12.73,0.005,4.71,0.052,0.0,0.0,0.0,0.0,10.72,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J212912-153841,2.022555,3,-13.64,13.21,0.065,4.09,0.304,12.54,0.064,4.09,0.304,0.0,0.0,0.0,0.0,10.71,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J212912-153841,2.022555,4,-4.57,13.51,0.052,5.2,0.254,13.15,0.019,5.2,0.254,0.0,0.0,0.0,0.0,10.74,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J212912-153841,2.022555,5,5.31,13.23,0.07,19.92,0.845,12.36,0.185,19.92,0.845,0.0,0.0,0.0,0.0,11.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J212912-153841,2.022555,6,11.97,13.36,0.034,7.1,0.265,12.89,0.03,7.1,0.265,0.0,0.0,0.0,0.0,10.81,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J212912-153841,2.022555,7,26.62,12.48,0.068,1.26,0.086,11.93,0.043,1.26,0.086,0.0,0.0,0.0,0.0,10.64,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J212912-153841,2.022555,8,55.05,12.25,0.012,5.17,0.278,11.41,0.086,5.17,0.278,0.0,0.0,0.0,0.0,10.76,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J212912-153841,2.022555,9,67.24,11.83,0.046,1.61,0.544,10.24,0.907,1.61,0.544,0.0,0.0,0.0,0.0,10.65,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J213314-464030,0.858062,1,-3.74,12.69,0.02,5.62,0.292,12.43,0.045,5.62,0.292,11.04,-1.0,0.0,0.0,11.11,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J213314-464030,0.858062,2,20.49,12.44,0.023,4.6,0.402,11.95,0.106,4.6,0.402,11.04,-1.0,0.0,0.0,11.13,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J213314-464030,0.866595,1,-2.33,12.48,0.022,5.05,0.408,11.09,-1.0,0.0,0.0,11.05,-1.0,0.0,0.0,11.11,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J213314-464030,0.866595,2,22.42,11.61,0.16,9.03,4.997,11.23,-1.0,0.0,0.0,11.18,-1.0,0.0,0.0,11.24,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J213314-464030,0.866595,3,42.67,11.74,0.098,5.58,2.121,11.12,-1.0,0.0,0.0,11.08,-1.0,0.0,0.0,11.13,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J213314-464030,0.976708,1,-15.05,14.27,0.11,4.14,0.116,13.96,0.04,4.14,0.116,0.0,0.0,0.0,0.0,11.91,0.08,4.14,0.116,0.0,0.0,0.0,0.0
J213314-464030,0.976708,2,2.07,12.56,0.06,6.35,1.444,12.15,0.079,6.35,1.444,0.0,0.0,0.0,0.0,11.1,0.525,6.35,1.444,0.0,0.0,0.0,0.0
J213314-464030,0.976708,3,16.11,12.85,0.034,4.75,0.469,11.96,0.094,4.75,0.469,0.0,0.0,0.0,0.0,10.98,0.639,4.75,0.469,0.0,0.0,0.0,0.0
J213314-464030,0.976708,4,112.85,12.17,0.035,5.79,0.78,11.53,0.233,5.79,0.78,0.0,0.0,0.0,0.0,11.07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J213314-464030,0.976708,5,162.98,12.72,0.081,2.49,0.257,12.13,0.063,2.49,0.257,0.0,0.0,0.0,0.0,11.07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J213314-464030,1.239736,1,-32.29,12.68,0.032,9.75,0.947,11.98,0.179,9.75,0.947,11.35,-1.0,0.0,0.0,11.38,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J213314-464030,1.239736,2,-13.06,12.68,0.058,5.88,1.243,12.02,0.146,5.88,1.243,11.25,-1.0,0.0,0.0,11.29,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J213314-464030,1.239736,3,0.69,12.63,0.059,4.76,1.33,11.2,-1.0,0.0,0.0,11.21,-1.0,0.0,0.0,11.24,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J213314-464030,1.239736,4,15.96,13.28,0.18,4.31,0.597,12.06,0.12,4.31,0.597,11.23,-1.0,0.0,0.0,11.23,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J213314-464030,1.239736,5,52.91,12.23,0.064,15.81,3.187,11.39,-1.0,0.0,0.0,11.42,-1.0,0.0,0.0,11.43,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J214225-442018,0.882526,1,-148.76,12.72,0.027,3.36,0.162,0.0,0.0,0.0,0.0,11.14,0.087,3.36,0.162,0.0,0.0,0.0,0.0,11.01,-1.0,0.0,0.0
J214225-442018,0.882526,2,-114.73,11.67,0.137,7.73,3.583,0.0,0.0,0.0,0.0,11.03,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77,-1.0,0.0,0.0
J214225-442018,0.882526,3,-101.79,12.09,0.049,2.6,0.937,0.0,0.0,0.0,0.0,10.74,0.187,2.6,0.937,0.0,0.0,0.0,0.0,10.66,-1.0,0.0,0.0
J214225-442018,0.882526,4,-87.47,12.17,0.043,9.44,1.278,0.0,0.0,0.0,0.0,11.16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.88,-1.0,0.0,0.0
J214225-442018,0.882526,5,-46.01,13.53,0.102,5.44,0.376,0.0,0.0,0.0,0.0,11.67,0.043,5.44,0.376,0.0,0.0,0.0,0.0,10.76,-1.0,0.0,0.0
J214225-442018,0.882526,6,-33.85,12.85,0.023,19.53,0.979,0.0,0.0,0.0,0.0,10.95,0.294,19.53,0.979,0.0,0.0,0.0,0.0,11.04,-1.0,0.0,0.0
J214225-442018,0.882526,7,-8.89,12.2,0.064,4.02,0.877,0.0,0.0,0.0,0.0,11.03,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.72,-1.0,0.0,0.0
J214225-442018,0.882526,8,6.46,12.75,0.016,9.33,0.45,0.0,0.0,0.0,0.0,11.2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.88,-1.0,0.0,0.0
J214225-442018,0.882526,9,48.68,12.43,0.101,10.83,1.893,0.0,0.0,0.0,0.0,11.07,0.171,10.83,1.893,0.0,0.0,0.0,0.0,10.92,-1.0,0.0,0.0
J214225-442018,0.882526,10,58.79,12.66,0.049,3.59,0.587,0.0,0.0,0.0,0.0,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,-1.0,0.0,0.0
J214225-442018,0.882526,11,73.92,12.91,0.014,8.38,0.375,0.0,0.0,0.0,0.0,11.19,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.88,-1.0,0.0,0.0
J214225-442018,0.882526,12,100.36,12.13,0.044,6.49,1.034,0.0,0.0,0.0,0.0,11.11,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81,-1.0,0.0,0.0
J214225-442018,0.882526,13,115.7,12.65,0.016,5.22,0.304,0.0,0.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77,-1.0,0.0,0.0
J214225-442018,0.882526,14,147.13,11.94,0.033,2.62,0.681,0.0,0.0,0.0,0.0,10.98,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.87,-1.0,0.0,0.0
J214225-442018,0.882526,15,171.5,11.73,0.044,3.44,0.99,0.0,0.0,0.0,0.0,10.98,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,-1.0,0.0,0.0
J214225-442018,0.986668,1,-112.79,12.59,0.033,4.98,0.641,11.85,0.071,4.98,0.641,11.14,-1.0,0.0,0.0,10.84,-1.0,0.0,0.0,10.78,-1.0,0.0,0.0
J214225-442018,0.986668,2,-100.87,12.38,0.047,3.76,0.826,11.5,0.143,3.76,0.826,11.09,-1.0,0.0,0.0,10.81,-1.0,0.0,0.0,10.72,-1.0,0.0,0.0
J214225-442018,0.986668,3,-23.37,13.32,0.084,4.75,0.267,12.34,0.022,4.75,0.267,11.13,-1.0,0.0,0.0,10.78,-1.0,0.0,0.0,10.81,-1.0,0.0,0.0
J214225-442018,0.986668,4,-1.93,12.25,0.029,5.08,0.589,11.71,0.082,5.08,0.589,11.14,-1.0,0.0,0.0,10.82,-1.0,0.0,0.0,10.81,-1.0,0.0,0.0
J214225-442018,0.986668,5,26.31,12.34,0.042,2.9,0.557,12.0,0.056,2.9,0.557,11.04,-1.0,0.0,0.0,10.72,-1.0,0.0,0.0,10.67,-1.0,0.0,0.0
J214225-442018,0.986668,6,42.75,12.63,0.019,8.2,0.534,11.76,0.133,8.2,0.534,11.22,-1.0,0.0,0.0,10.91,-1.0,0.0,0.0,10.87,-1.0,0.0,0.0
J214225-442018,0.986668,7,68.38,13.43,0.103,3.92,0.207,12.88,0.016,3.92,0.207,11.08,-1.0,0.0,0.0,10.76,-1.0,0.0,0.0,10.72,-1.0,0.0,0.0
J214225-442018,1.054139,1,-259.34,11.97,0.001,9.71,0.001,12.05,0.001,9.71,0.001,10.92,0.001,9.71,0.001,11.09,-1.0,0.0,0.0,10.88,-1.0,0.0,0.0
J214225-442018,1.054139,2,-240.75,12.66,0.001,3.79,0.001,12.64,0.001,3.79,0.001,11.11,0.001,3.79,0.001,10.94,-1.0,0.0,0.0,10.77,-1.0,0.0,0.0
J214225-442018,1.054139,3,-205.5,12.76,0.001,5.28,0.001,12.81,0.001,5.28,0.001,11.22,0.001,5.28,0.001,11.05,-1.0,0.0,0.0,10.89,-1.0,0.0,0.0
J214225-442018,1.054139,4,-182.14,13.0,0.001,5.94,0.001,13.07,0.001,5.94,0.001,11.32,0.001,5.94,0.001,11.07,-1.0,0.0,0.0,10.92,-1.0,0.0,0.0
J214225-442018,1.054139,5,-80.72,12.06,0.04,5.32,0.695,12.22,0.036,5.32,0.695,10.92,0.217,5.32,0.695,11.02,-1.0,0.0,0.0,10.81,-1.0,0.0,0.0
J214225-442018,1.054139,6,-65.92,12.54,0.02,4.83,0.324,12.4,0.024,4.83,0.324,10.88,0.186,4.83,0.324,11.04,-1.0,0.0,0.0,10.84,-1.0,0.0,0.0
J214225-442018,1.054139,7,-29.02,13.4,0.447,1.4,0.251,12.38,0.053,1.4,0.251,10.83,-1.0,0.0,0.0,10.95,-1.0,0.0,0.0,10.75,-1.0,0.0,0.0
J214225-442018,1.054139,8,-24.17,12.92,0.008,17.13,0.365,12.55,0.018,17.13,0.365,11.41,1.367,17.13,0.365,11.28,-1.0,0.0,0.0,11.08,-1.0,0.0,0.0
J214225-442018,1.054139,9,-5.87,12.82,0.235,1.07,0.108,12.41,0.062,1.07,0.108,10.84,-1.0,0.0,0.0,10.9,-1.0,0.0,0.0,10.74,-1.0,0.0,0.0
J214225-442018,1.054139,10,6.89,13.07,0.007,11.58,0.337,12.96,0.011,11.58,0.337,11.29,9.999,11.58,0.337,11.17,-1.0,0.0,0.0,11.01,-1.0,0.0,0.0
J214225-442018,1.054139,11,29.94,11.67,0.065,5.28,0.912,12.15,0.04,5.28,0.912,10.91,-1.0,0.0,0.0,11.0,-1.0,0.0,0.0,10.82,-1.0,0.0,0.0
J214225-442018,1.054139,12,63.66,14.62,0.001,2.08,0.001,13.48,0.001,2.08,0.001,12.03,0.001,2.08,0.001,10.93,-1.0,0.0,0.0,11.28,-1.0,0.0,0.0
J214225-442018,1.054139,13,71.63,12.85,0.001,11.27,0.001,12.85,0.001,11.27,0.001,11.41,0.001,11.27,0.001,11.16,-1.0,0.0,0.0,10.95,-1.0,0.0,0.0
J214225-442018,1.054139,14,93.46,13.31,0.001,4.94,0.001,13.37,0.001,4.94,0.001,11.61,0.001,4.94,0.001,11.06,-1.0,0.0,0.0,11.77,-1.0,0.0,0.0
J214225-442018,1.054139,15,109.81,12.47,0.001,7.91,0.001,12.5,0.001,7.91,0.001,10.69,0.001,7.91,0.001,11.12,-1.0,0.0,0.0,10.91,-1.0,0.0,0.0
J214225-442018,1.153997,1,-47.35,12.22,0.034,4.99,0.645,11.79,0.157,4.99,0.645,10.87,-1.0,0.0,0.0,11.16,-1.0,0.0,0.0,10.9,-1.0,0.0,0.0
J214225-442018,1.153997,2,-32.02,12.62,0.047,5.92,0.818,12.19,0.096,5.92,0.818,10.92,-1.0,0.0,0.0,11.22,-1.0,0.0,0.0,10.94,-1.0,0.0,0.0
J214225-442018,1.153997,3,-7.84,13.93,0.059,10.45,0.748,13.54,0.035,10.45,0.748,11.57,0.045,10.45,0.748,11.29,-1.0,0.0,0.0,11.04,-1.0,0.0,0.0
J214225-442018,1.153997,4,2.8,12.2,2.113,1.57,0.628,12.9,0.156,1.57,0.628,11.01,0.107,1.57,0.628,11.07,-1.0,0.0,0.0,10.8,-1.0,0.0,0.0
J214225-442018,1.153997,5,10.14,12.8,0.406,10.15,5.705,11.52,1.301,10.15,5.705,10.99,-1.0,0.0,0.0,11.28,-1.0,0.0,0.0,11.09,-1.0,0.0,0.0
J214225-442018,1.153997,6,28.53,12.4,0.088,4.92,0.902,11.79,0.183,4.92,0.902,10.9,-1.0,0.0,0.0,11.15,-1.0,0.0,0.0,11.0,-1.0,0.0,0.0
J214225-442018,1.153997,7,47.47,13.24,0.022,6.38,0.182,11.2,-1.0,0.0,0.0,11.37,0.699,6.38,0.182,11.19,-1.0,0.0,0.0,11.02,-1.0,0.0,0.0
J214225-442018,1.153997,8,71.94,12.39,0.014,5.01,0.282,11.49,0.348,5.01,0.282,10.87,-1.0,0.0,0.0,11.16,-1.0,0.0,0.0,10.93,-1.0,0.0,0.0
J214225-442018,1.571068,1,-45.07,13.09,0.009,8.68,0.205,12.66,0.013,8.68,0.205,10.77,0.187,8.68,0.205,10.89,0.408,8.68,0.205,0.0,0.0,0.0,0.0
J214225-442018,1.571068,2,-23.55,13.27,0.016,6.76,0.312,12.71,0.016,6.76,0.312,11.08,0.088,6.76,0.312,10.93,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J214225-442018,1.571068,3,-13.45,12.88,0.069,1.22,0.136,12.63,0.069,1.22,0.136,10.81,0.172,1.22,0.136,10.92,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J214225-442018,1.571068,4,-5.33,13.81,0.109,4.07,0.753,13.57,0.109,4.07,0.753,11.53,0.123,4.07,0.753,11.32,0.18,4.07,0.753,0.0,0.0,0.0,0.0
J214225-442018,1.571068,5,5.78,14.71,0.088,5.04,0.756,14.48,0.088,5.04,0.756,12.54,0.068,5.04,0.756,12.18,0.07,5.04,0.756,0.0,0.0,0.0,0.0
J214225-442018,1.571068,6,14.84,14.41,0.167,6.66,1.838,14.17,0.167,6.66,1.838,11.92,0.198,6.66,1.838,11.7,0.207,6.66,1.838,0.0,0.0,0.0,0.0
J214225-442018,1.571068,7,25.09,13.73,0.066,1.32,0.218,13.49,0.066,1.32,0.218,10.94,0.213,1.32,0.218,10.92,0.332,1.32,0.218,0.0,0.0,0.0,0.0
J214225-442018,1.571068,8,31.37,13.49,0.063,6.77,0.708,13.24,0.063,6.77,0.708,11.17,0.1,6.77,0.708,11.3,0.182,6.77,0.708,0.0,0.0,0.0,0.0
J214225-442018,1.571068,9,48.15,12.55,0.037,4.96,0.543,12.35,0.036,4.96,0.543,11.06,-1.0,0.0,0.0,10.65,0.583,4.96,0.543,0.0,0.0,0.0,0.0
