QSO,zabs,Ncld,vcld,N-MgII,e_NMgII,bMgII,e_b-MgII,N-FeII,e_N-FeII,b-FeII,e_b-FeII,N-MgI,e_N-MgI,b-MgI,e_b-MgI,N-MnII,e_N-MnII,b-MnII,e_b-MnII,N-CaII,e_N-CaII,b-CaII,e_b-CaII
J011143-350300,1.349591,13,42.53,13.83,0.024,6.73,0.143,13.33,0.034,6.73,0.143,11.79,0.029,6.73,0.143,10.67,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J011143-350300,1.349591,14,63.79,12.8,0.009,3.57,0.094,12.52,0.007,3.57,0.094,11.3,0.014,3.57,0.094,10.56,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J011143-350300,1.349591,15,74.19,12.17,0.02,4.42,0.353,11.59,0.055,4.42,0.353,10.33,0.124,4.42,0.353,10.61,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J011143-350300,1.349591,16,94.69,12.74,0.003,7.31,0.08,12.46,0.007,7.31,0.08,11.05,0.026,7.31,0.08,10.71,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J011143-350300,1.349591,17,118.01,12.54,0.005,5.08,0.098,12.16,0.013,5.08,0.098,10.7,0.05,5.08,0.098,10.65,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J011143-350300,1.349591,18,144.13,12.06,0.14,11.26,2.554,11.71,0.166,11.26,2.554,10.17,0.314,11.26,2.554,10.8,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J011143-350300,1.349591,19,155.4,13.03,0.015,5.61,0.103,12.86,0.011,5.61,0.103,11.47,0.014,5.61,0.103,10.63,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,0.576397,1,-45.9,12.15,0.545,5.48,2.777,0.0,0.0,0.0,0.0,10.9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.42,-1.0,0.0,0.0
J012017+213347,0.576397,2,-36.17,13.21,0.247,5.53,1.837,0.0,0.0,0.0,0.0,10.93,0.167,5.53,1.837,0.0,0.0,0.0,0.0,10.42,-1.0,0.0,0.0
J012017+213347,0.576397,3,-8.94,15.28,1.241,10.87,0.882,0.0,0.0,0.0,0.0,11.92,0.026,10.87,0.882,0.0,0.0,0.0,0.0,11.64,0.057,10.87,0.882
J012017+213347,0.576397,4,15.47,13.94,9.999,6.15,2.878,0.0,0.0,0.0,0.0,11.32,0.205,6.15,2.878,0.0,0.0,0.0,0.0,10.44,-1.0,0.0,0.0
J012017+213347,0.576397,5,29.53,13.78,0.493,10.01,3.355,0.0,0.0,0.0,0.0,11.12,0.273,10.01,3.355,0.0,0.0,0.0,0.0,10.53,-1.0,0.0,0.0
J012017+213347,0.576397,6,48.01,11.19,1.56,6.6,5.947,0.0,0.0,0.0,0.0,10.91,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.43,-1.0,0.0,0.0
J012017+213347,0.729076,1,-85.32,12.5,0.017,3.99,0.21,12.07,0.078,3.99,0.21,10.75,-1.0,0.0,0.0,10.83,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,0.729076,2,-67.81,12.07,0.023,3.27,0.423,11.96,0.096,3.27,0.423,10.69,-1.0,0.0,0.0,10.82,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,0.729076,3,-12.73,11.66,0.047,3.81,0.981,10.86,-1.0,0.0,0.0,10.75,-1.0,0.0,0.0,10.83,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,0.729076,4,8.53,12.77,0.029,3.57,0.154,12.55,0.033,3.57,0.154,11.13,0.053,3.57,0.154,10.82,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,0.729076,5,62.49,11.59,0.075,7.56,1.892,11.02,-1.0,0.0,0.0,10.84,-1.0,0.0,0.0,10.95,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,1.04797,1,-97.4,11.51,0.09,2.58,1.518,10.87,-1.0,0.0,0.0,10.17,0.264,2.58,1.518,10.8,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,1.04797,2,-85.78,12.47,0.013,5.41,0.283,12.04,0.035,5.41,0.283,10.78,0.077,5.41,0.283,10.8,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,1.04797,3,-22.62,12.23,0.044,11.49,1.16,11.5,0.153,11.49,1.16,10.27,0.322,11.49,1.16,10.81,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,1.04797,4,3.33,12.92,0.018,11.61,0.629,12.47,0.023,11.61,0.629,10.96,0.071,11.61,0.629,10.81,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,1.04797,5,19.32,12.05,0.105,4.08,0.981,11.36,0.244,4.08,0.981,10.59,-1.0,0.0,0.0,10.81,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,1.04797,6,32.57,11.97,0.072,9.97,1.776,11.73,0.099,9.97,1.776,10.6,-1.0,0.0,0.0,10.81,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,1.325293,1,-94.83,12.71,0.023,2.75,0.091,11.81,0.044,2.75,0.091,10.63,-1.0,0.0,0.0,10.63,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,1.325293,2,-71.01,11.32,0.055,2.92,1.155,10.62,-1.0,0.0,0.0,10.63,-1.0,0.0,0.0,10.63,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,1.325293,3,-41.09,12.33,0.014,2.86,0.152,11.75,0.049,2.86,0.152,10.62,0.097,2.86,0.152,10.63,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,1.325293,4,11.83,12.62,0.015,3.2,0.098,12.17,0.022,3.2,0.098,10.64,-1.0,0.0,0.0,10.68,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012017+213347,1.325293,5,107.04,12.33,0.009,4.24,0.154,10.71,-1.0,0.0,0.0,10.73,-1.0,0.0,0.0,10.73,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012227-042127,0.338567,1,0.54,12.7,0.019,9.57,0.493,0.0,0.0,0.0,0.0,11.11,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.86,-1.0,0.0,0.0
J012227-042127,0.657432,1,-5.05,12.96,0.027,10.33,0.26,12.53,0.038,10.33,0.26,11.04,0.138,10.33,0.26,10.93,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012227-042127,0.657432,2,-0.3,12.44,0.069,3.25,0.824,11.56,0.268,3.25,0.824,10.39,0.416,3.25,0.824,10.71,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012227-042127,0.657432,3,21.83,12.49,0.025,13.21,0.806,11.57,0.188,13.21,0.806,10.94,0.126,13.21,0.806,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012227-042127,0.657432,4,56.58,12.04,0.018,4.62,0.372,11.28,0.239,4.62,0.372,10.77,-1.0,0.0,0.0,10.76,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012227-042127,0.657432,5,84.32,11.34,0.082,1.82,2.763,10.67,-1.0,0.0,0.0,10.71,-1.0,0.0,0.0,10.64,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012227-042127,0.719595,1,-304.75,11.85,0.037,1.8,0.626,11.82,0.065,1.8,0.626,10.89,-1.0,0.0,0.0,10.61,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012227-042127,0.719595,2,-279.37,11.64,0.082,13.86,3.575,11.43,0.228,13.86,3.575,11.15,-1.0,0.0,0.0,10.88,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012227-042127,0.719595,3,-201.67,12.36,0.019,2.78,0.208,11.89,0.063,2.78,0.208,10.94,-1.0,0.0,0.0,10.57,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012227-042127,0.719595,4,-173.64,11.76,0.032,3.57,0.651,10.68,-1.0,0.0,0.0,10.94,-1.0,0.0,0.0,10.64,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012227-042127,0.719595,5,-17.97,11.89,0.024,2.81,0.464,11.91,0.056,2.81,0.464,10.95,-1.0,0.0,0.0,10.55,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012227-042127,0.719595,6,4.09,12.12,0.081,6.94,1.258,11.68,0.151,6.94,1.258,11.11,-1.0,0.0,0.0,10.76,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012227-042127,0.719595,7,13.15,12.23,0.112,1.24,0.227,11.43,0.375,1.24,0.227,10.95,-1.0,0.0,0.0,10.55,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012227-042127,0.719595,8,16.06,11.84,0.271,4.64,1.955,11.69,0.296,4.64,1.955,11.01,-1.0,0.0,0.0,10.68,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012227-042127,0.719595,9,41.86,12.08,0.048,11.34,1.582,11.69,0.117,11.34,1.582,11.22,-1.0,0.0,0.0,10.86,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012227-042127,0.719595,10,63.04,11.88,0.069,8.28,1.307,11.62,0.123,8.28,1.307,11.16,-1.0,0.0,0.0,10.79,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.443384,1,-27.99,12.04,0.039,8.77,0.993,0.0,0.0,0.0,0.0,10.64,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.33,-1.0,0.0,0.0
J012417-374423,0.443384,2,-13.96,12.56,0.122,3.18,0.745,0.0,0.0,0.0,0.0,10.63,0.21,3.18,0.745,0.0,0.0,0.0,0.0,10.16,-1.0,0.0,0.0
J012417-374423,0.443384,3,-9.02,12.24,0.257,2.08,1.379,0.0,0.0,0.0,0.0,10.58,0.234,2.08,1.379,0.0,0.0,0.0,0.0,10.16,-1.0,0.0,0.0
J012417-374423,0.443384,4,1.61,13.03,0.011,6.02,0.181,0.0,0.0,0.0,0.0,11.16,0.04,6.02,0.181,0.0,0.0,0.0,0.0,10.3,-1.0,0.0,0.0
J012417-374423,0.443384,5,24.67,11.47,0.164,3.8,1.818,0.0,0.0,0.0,0.0,10.54,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.22,-1.0,0.0,0.0
J012417-374423,0.443384,6,39.96,11.94,0.191,8.74,4.035,0.0,0.0,0.0,0.0,10.67,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.36,-1.0,0.0,0.0
J012417-374423,0.443384,7,52.61,12.05,0.332,3.76,1.787,0.0,0.0,0.0,0.0,10.53,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.22,-1.0,0.0,0.0
J012417-374423,0.443384,8,59.38,12.26,0.259,9.23,2.828,0.0,0.0,0.0,0.0,10.73,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.38,-1.0,0.0,0.0
J012417-374423,0.822095,1,-3.01,12.93,0.005,5.62,0.066,12.36,0.012,5.62,0.066,11.18,0.024,5.62,0.066,10.72,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.822095,2,14.58,11.43,0.053,5.49,1.207,11.14,0.185,5.49,1.207,10.21,0.211,5.49,1.207,10.72,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.822095,3,323.07,11.28,1.798,0.59,2.687,10.56,-1.0,0.0,0.0,10.43,-1.0,0.0,0.0,10.58,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.822095,4,333.67,12.03,0.011,3.03,0.256,10.59,-1.0,0.0,0.0,10.43,-1.0,0.0,0.0,10.59,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.822095,5,368.71,10.96,0.133,4.83,2.879,10.65,-1.0,0.0,0.0,10.47,-1.0,0.0,0.0,10.65,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.822095,6,391.59,11.76,0.027,9.06,0.815,11.62,0.099,9.06,0.815,10.64,-1.0,0.0,0.0,10.81,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.822095,7,418.66,12.05,0.012,5.96,0.282,11.36,0.151,5.96,0.282,10.56,-1.0,0.0,0.0,10.73,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.859261,1,-270.96,11.52,0.119,2.92,1.376,11.09,0.211,2.92,1.376,10.44,-1.0,0.0,0.0,10.39,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.859261,2,-263.75,11.58,0.129,12.62,2.839,10.97,0.432,12.62,2.839,10.66,-1.0,0.0,0.0,10.61,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.859261,3,-242.62,12.32,0.015,2.45,0.183,11.42,0.069,2.45,0.183,10.44,-1.0,0.0,0.0,10.39,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.859261,4,-232.0,12.06,0.012,2.74,0.375,11.19,0.118,2.74,0.375,10.44,-1.0,0.0,0.0,10.4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.859261,5,-220.24,12.6,0.013,2.88,0.103,11.63,0.045,2.88,0.103,10.44,-1.0,0.0,0.0,10.39,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.859261,6,3.36,13.19,0.007,5.74,0.046,12.73,0.005,5.74,0.046,11.37,0.019,5.74,0.046,10.49,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.859261,7,160.3,11.84,0.039,1.57,0.354,10.43,-1.0,0.0,0.0,10.57,0.095,1.57,0.354,10.39,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.909587,1,-60.81,11.7,0.026,6.83,0.64,10.62,-1.0,0.0,0.0,10.53,-1.0,0.0,0.0,10.44,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.909587,2,1.89,11.99,0.017,2.09,0.431,11.52,0.091,2.09,0.431,10.52,-1.0,0.0,0.0,10.44,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,0.909587,3,8.33,11.17,0.124,0.98,0.218,10.47,0.876,0.98,0.218,10.52,-1.0,0.0,0.0,10.44,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,1.173634,1,-0.91,11.64,0.027,6.92,0.672,10.62,-1.0,0.0,0.0,10.55,-1.0,0.0,0.0,10.61,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,1.243344,1,-7.29,14.38,0.027,4.71,0.063,14.15,0.011,4.71,0.063,11.75,0.026,4.71,0.063,11.6,0.123,4.71,0.063,0.0,0.0,0.0,0.0
J012417-374423,1.243344,2,0.57,13.74,0.045,5.74,0.228,13.41,0.041,5.74,0.228,11.69,0.028,5.74,0.228,11.31,0.25,5.74,0.228,0.0,0.0,0.0,0.0
J012417-374423,1.243344,3,18.81,12.79,0.018,5.94,0.327,12.27,0.025,5.94,0.327,10.45,0.137,5.94,0.327,10.77,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,1.243344,4,31.3,12.08,0.078,6.53,0.94,11.45,0.137,6.53,0.94,10.68,-1.0,0.0,0.0,11.19,0.305,6.53,0.94,0.0,0.0,0.0,0.0
J012417-374423,1.243344,5,53.85,11.59,0.03,4.44,0.667,10.65,-1.0,0.0,0.0,10.6,-1.0,0.0,0.0,10.7,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,1.909192,1,-55.12,12.01,0.029,1.12,0.059,10.69,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.67,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,1.909192,2,105.19,12.74,0.019,5.83,0.206,12.04,0.048,5.83,0.206,0.0,0.0,0.0,0.0,10.75,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,1.909192,3,111.81,12.3,0.056,13.32,0.635,11.05,0.634,13.32,0.635,0.0,0.0,0.0,0.0,10.88,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,1.909192,4,19.02,12.13,0.021,22.79,1.403,10.99,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.95,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,1.973356,1,-6.65,12.24,0.027,3.01,0.391,11.57,0.114,3.01,0.391,10.78,-1.0,0.0,0.0,10.72,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,1.973356,2,-2.87,12.64,0.012,13.96,0.317,11.36,0.3,13.96,0.317,11.04,-1.0,0.0,0.0,10.98,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,1.973356,3,36.09,11.76,0.033,6.16,0.769,10.81,-1.0,0.0,0.0,10.9,-1.0,0.0,0.0,10.86,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,1.973356,4,117.12,11.86,0.058,5.95,1.149,10.82,-1.0,0.0,0.0,10.89,-1.0,0.0,0.0,10.91,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J012417-374423,1.973356,5,129.84,12.03,0.037,4.49,0.591,10.73,-1.0,0.0,0.0,10.82,-1.0,0.0,0.0,10.76,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013405+005109,0.684746,1,-0.18,12.79,0.023,5.01,0.235,0.0,0.0,0.0,0.0,10.84,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,-1.0,0.0,0.0
J013405+005109,0.821387,1,-2.92,12.09,0.034,4.07,0.77,10.98,-1.0,0.0,0.0,10.96,-1.0,0.0,0.0,11.03,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013405+005109,0.821387,2,8.49,11.89,0.098,1.02,0.141,10.98,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013405+005109,0.842235,1,-88.82,12.33,0.049,9.14,1.3,12.02,0.102,9.14,1.3,10.96,-1.0,0.0,0.0,10.95,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013405+005109,0.842235,2,-74.87,12.14,0.065,3.47,0.969,11.55,0.233,3.47,0.969,10.75,0.183,3.47,0.969,10.95,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013405+005109,0.842235,3,-53.31,12.63,0.025,8.57,0.677,12.69,0.031,8.57,0.677,10.5,0.385,8.57,0.677,11.15,0.328,8.57,0.677,0.0,0.0,0.0,0.0
J013405+005109,0.842235,4,-34.0,14.33,0.076,4.41,0.334,14.1,0.076,4.41,0.334,11.38,0.076,4.41,0.334,11.53,0.121,4.41,0.334,0.0,0.0,0.0,0.0
J013405+005109,0.842235,5,-19.43,14.21,0.038,9.69,0.958,13.97,0.038,9.69,0.958,11.62,0.051,9.69,0.958,11.57,0.141,9.69,0.958,0.0,0.0,0.0,0.0
J013405+005109,0.842235,6,14.3,14.77,0.035,11.02,0.48,14.53,0.035,11.02,0.48,12.03,0.02,11.02,0.48,12.18,0.038,11.02,0.48,0.0,0.0,0.0,0.0
J013405+005109,0.842235,7,36.7,13.92,0.039,3.46,0.264,13.68,0.039,3.46,0.264,10.99,0.109,3.46,0.264,10.78,0.59,3.46,0.264,0.0,0.0,0.0,0.0
J013405+005109,0.842235,8,53.85,12.85,0.022,6.68,0.469,12.92,0.02,6.68,0.469,11.11,0.094,6.68,0.469,10.98,0.455,6.68,0.469,0.0,0.0,0.0,0.0
J013405+005109,0.842235,9,68.73,11.98,0.1,5.87,1.685,11.58,0.283,5.87,1.685,10.96,-1.0,0.0,0.0,10.95,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013405+005109,1.272233,1,-41.24,12.24,0.023,6.38,0.514,11.38,0.272,6.38,0.514,11.0,0.112,6.38,0.514,11.11,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013405+005109,1.272233,2,-10.81,13.19,0.065,6.82,0.574,12.16,0.078,6.82,0.574,11.2,0.115,6.82,0.574,11.11,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013405+005109,1.272233,3,0.63,12.8,0.134,6.22,0.911,11.82,0.167,6.22,0.911,11.16,0.116,6.22,0.911,11.1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013405+005109,1.272233,4,131.12,12.36,0.027,3.1,0.31,12.36,0.033,3.1,0.31,11.02,-1.0,0.0,0.0,11.08,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013405+005109,1.272233,5,197.53,12.64,0.042,5.48,0.566,12.58,0.038,5.48,0.566,11.0,-1.0,0.0,0.0,11.15,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013405+005109,1.272233,6,209.54,12.61,0.042,4.81,0.833,12.34,0.07,4.81,0.833,11.0,-1.0,0.0,0.0,11.09,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013405+005109,1.272233,7,223.12,12.26,0.03,3.75,0.551,12.32,0.037,3.75,0.551,11.0,-1.0,0.0,0.0,11.08,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,0.802369,1,-7.88,13.67,0.044,3.62,0.086,13.23,0.01,3.62,0.086,11.7,0.014,3.62,0.086,11.38,0.116,3.62,0.086,0.0,0.0,0.0,0.0
J013857-225447,0.802369,2,3.53,13.38,0.025,4.92,0.161,12.89,0.011,4.92,0.161,10.96,0.057,4.92,0.161,10.81,0.438,4.92,0.161,0.0,0.0,0.0,0.0
J013857-225447,0.802369,3,22.93,12.67,0.007,4.86,0.113,12.32,0.016,4.86,0.113,10.48,0.149,4.86,0.113,10.66,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,0.884865,1,-6.91,11.77,0.033,8.61,0.915,10.69,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,0.884865,2,20.35,11.7,0.029,3.89,0.642,10.69,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.18419,1,-88.25,12.22,0.115,3.63,0.893,11.77,0.144,3.63,0.893,10.55,0.248,3.63,0.893,10.98,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.18419,2,-84.75,12.58,0.222,1.08,0.415,11.56,0.215,1.08,0.415,10.73,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.18419,3,-74.13,13.36,0.013,7.23,0.129,12.82,0.009,7.23,0.129,11.22,0.041,7.23,0.129,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.18419,4,-33.52,12.03,0.016,7.52,0.417,11.17,0.239,7.52,0.417,10.73,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.18419,5,5.08,12.32,0.011,4.94,0.211,11.71,0.062,4.94,0.211,10.73,-1.0,0.0,0.0,11.03,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.18419,6,36.97,14.12,0.097,3.21,0.093,13.15,0.012,3.21,0.093,11.05,0.074,3.21,0.093,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.18419,7,42.37,12.46,0.072,19.39,2.293,12.04,0.143,19.39,2.293,10.48,0.685,19.39,2.293,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.18419,8,49.1,12.72,0.026,5.16,0.309,12.0,0.075,5.16,0.309,10.54,0.271,5.16,0.309,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.18419,9,81.6,11.5,0.053,4.52,0.972,11.09,0.238,4.52,0.972,10.74,0.101,4.52,0.972,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.261748,1,-1.65,12.4,0.019,5.37,0.293,10.77,-1.0,0.0,0.0,10.84,0.095,5.37,0.293,10.77,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.261748,2,17.86,11.86,0.074,13.01,2.854,10.79,-1.0,0.0,0.0,10.59,0.228,13.01,2.854,10.77,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.294135,1,-56.51,11.5,0.095,1.08,0.169,11.04,0.213,1.08,0.169,10.32,0.207,1.08,0.169,10.77,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.294135,2,-43.61,12.16,0.03,13.76,1.135,11.77,0.07,13.76,1.135,10.66,0.195,13.76,1.135,10.81,0.713,13.76,1.135,0.0,0.0,0.0,0.0
J013857-225447,1.294135,3,-12.22,14.15,0.043,4.32,0.065,13.68,0.009,4.32,0.065,11.92,0.019,4.32,0.065,11.45,0.103,4.32,0.065,0.0,0.0,0.0,0.0
J013857-225447,1.294135,4,0.26,13.29,0.018,7.44,0.213,12.98,0.015,7.44,0.213,11.27,0.05,7.44,0.213,11.27,0.175,7.44,0.213,0.0,0.0,0.0,0.0
J013857-225447,1.294135,5,24.66,12.47,0.01,4.69,0.161,12.27,0.015,4.69,0.161,10.75,0.122,4.69,0.161,10.74,0.481,4.69,0.161,0.0,0.0,0.0,0.0
J013857-225447,1.294135,6,56.73,11.48,0.086,5.26,1.839,10.76,-1.0,0.0,0.0,10.88,-1.0,0.0,0.0,10.75,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.294135,7,73.46,11.98,0.042,6.34,1.03,11.55,0.082,6.34,1.03,10.72,0.148,6.34,1.03,10.75,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.294135,8,89.01,12.72,0.01,4.59,0.16,11.84,0.038,4.59,0.16,10.86,-1.0,0.0,0.0,10.75,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.294135,9,163.87,12.56,0.016,3.17,0.127,12.36,0.013,3.17,0.127,11.0,0.056,3.17,0.127,10.76,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.353669,1,-12.03,12.18,0.059,4.97,0.671,11.79,0.11,4.97,0.671,0.0,0.0,0.0,0.0,10.78,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.353669,2,-0.27,12.44,0.034,6.18,0.544,10.87,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J013857-225447,1.353669,3,22.02,12.11,0.017,5.5,0.382,10.89,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J015234+335032,0.520292,1,-164.0,12.31,6.057,5.07,9.999,0.0,0.0,0.0,0.0,10.74,5.144,5.07,9.999,0.0,0.0,0.0,0.0,10.58,-1.0,0.0,0.0
J015234+335032,0.520292,2,-161.07,13.6,1.31,3.34,3.466,0.0,0.0,0.0,0.0,11.29,1.417,3.34,3.466,0.0,0.0,0.0,0.0,10.48,-1.0,0.0,0.0
J015234+335032,0.520292,3,-146.77,13.56,0.469,8.02,8.587,0.0,0.0,0.0,0.0,11.59,0.482,8.02,8.587,0.0,0.0,0.0,0.0,11.19,0.445,6.24,6.687
J015234+335032,0.520292,4,-136.13,13.52,0.479,5.97,2.352,0.0,0.0,0.0,0.0,11.45,0.553,5.97,2.352,0.0,0.0,0.0,0.0,11.32,0.287,4.65,1.832
J015234+335032,0.520292,5,-121.16,12.39,0.129,4.2,1.642,0.0,0.0,0.0,0.0,10.99,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.55,-1.0,0.0,0.0
J015234+335032,0.520292,6,-100.29,13.49,0.249,7.01,1.438,0.0,0.0,0.0,0.0,11.21,0.179,7.01,1.438,0.0,0.0,0.0,0.0,11.07,0.171,5.46,1.119
